Cluster	Canon-4	Canon-6	Canon-7	Canon-8_4008	Canon-10	Canon-12	Canon-14_3060	Canon-15	Canon-17	Canon-19	Canon-21_3053	Canon-23	Canon-25	Canon-27_3073	Canon-29_4003	Canon-31_3040	Canon-33_2027	Canon-34_2033	Canon-35	Canon-36_2024	Canon-38_1004.combined	Canon-40_3036.combined	Canon-42_2026.combined	Canon-43	Canon-44	Canon-45	Canon-46_4035	Canon-48	Canon-49	Canon-50	Canon-52	Canon-54	Canon-56	Canon-57	Canon-58
SAR116_Cluster_91	1	2	0	4	0	1	4	1	6	2	0	1	0	5	2	0	0	1	1	5	1	2	2	4	3	2	0	1	1	5	1	1	0	0	2
SAR116_Cluster_1747	5	4	0	3	3	2	4	0	5	0	0	0	0	1	1	0	1	3	1	7	0	1	4	1	5	1	0	2	0	1	3	1	1	0	1
SAR116_Cluster_69	7	0	0	2	2	3	4	0	5	3	0	1	0	1	4	0	0	0	1	1	4	1	1	1	2	1	0	0	2	4	3	2	2	1	2
SAR116_Cluster_78	4	3	0	0	1	3	1	1	9	0	5	1	0	4	2	0	0	1	3	4	1	3	3	2	0	0	0	2	0	1	0	0	3	2	1
SAR116_Cluster_193	5	2	0	0	0	5	2	0	13	0	0	0	0	4	1	0	0	1	0	4	2	1	3	2	1	0	0	2	0	1	0	7	1	1	2
SAR116_Cluster_207	8	3	1	2	0	3	2	2	6	0	3	0	0	4	0	1	2	0	0	5	2	1	1	1	1	0	0	1	1	4	1	4	1	0	0
SAR116_Cluster_326	0	2	0	1	1	1	2	1	9	0	9	0	0	2	1	0	1	1	0	2	1	5	2	2	0	1	0	1	1	4	1	2	2	4	1
SAR116_Cluster_482	8	3	0	0	3	3	6	0	7	0	1	0	0	0	3	0	0	0	5	3	1	3	2	2	0	0	0	2	0	3	2	2	1	0	0
SAR116_Cluster_869	2	3	0	4	3	1	2	0	6	0	4	0	0	3	2	0	0	1	3	2	2	0	2	0	2	3	0	0	0	9	1	2	0	1	2
SAR116_Cluster_886	3	1	0	3	2	1	5	1	4	0	2	2	0	4	3	1	0	2	2	2	0	3	3	0	2	0	1	2	2	2	1	3	2	0	1
SAR116_Cluster_1103	3	3	0	3	3	3	2	0	5	1	9	0	0	3	0	0	1	0	2	2	2	4	3	3	1	0	0	0	0	4	1	1	0	1	0
SAR116_Cluster_1315	6	3	1	1	1	1	4	0	9	0	4	0	3	2	4	2	0	0	0	8	1	1	1	1	0	2	0	0	1	1	2	0	1	0	0
SAR116_Cluster_1503	1	4	2	5	6	1	4	0	1	0	2	0	0	2	5	2	0	0	2	3	4	2	2	0	1	1	0	1	1	4	1	1	0	1	1
SAR116_Cluster_1626	0	2	0	8	3	0	0	0	0	0	9	0	0	1	9	3	0	0	0	5	2	3	7	0	1	0	0	2	0	2	0	1	1	1	0
SAR116_Cluster_172	5	10	0	2	2	4	0	0	7	1	3	0	0	2	1	0	0	1	1	1	0	0	0	3	1	1	0	2	1	6	0	1	1	1	2
SAR116_Cluster_227	2	2	1	3	2	3	3	2	5	0	7	1	0	3	2	1	0	3	0	3	2	2	2	0	1	0	0	1	2	1	1	0	0	3	1
SAR116_Cluster_334	2	5	1	2	3	6	3	0	4	0	3	1	0	1	3	0	0	3	0	2	2	2	2	0	1	1	0	4	1	4	1	1	0	0	1
SAR116_Cluster_498	3	3	0	2	2	1	3	0	5	0	7	3	0	3	2	0	2	1	0	2	3	2	0	1	0	0	0	1	3	1	2	3	2	2	0
SAR116_Cluster_654	2	2	0	4	3	1	0	0	5	1	8	0	0	4	1	1	0	1	1	1	1	2	5	2	2	2	0	1	1	2	1	2	2	0	1
SAR116_Cluster_1813	8	3	0	2	0	4	6	0	7	0	0	1	1	1	2	0	0	2	0	6	1	1	1	0	1	3	0	0	0	1	3	1	2	1	1
SAR116_Cluster_1965	3	2	0	2	3	2	2	0	16	0	0	0	0	5	3	0	0	0	0	3	2	3	0	1	1	0	0	1	3	1	2	1	1	2	0
SAR116_Cluster_240	8	3	0	2	3	1	3	2	7	0	2	1	0	7	1	1	0	1	1	2	1	0	1	0	1	0	0	1	2	3	1	2	1	0	0
SAR116_Cluster_274	1	2	0	1	3	1	4	0	7	0	3	1	0	5	3	0	0	0	2	3	1	3	3	0	1	0	0	1	2	1	4	2	0	3	1
SAR116_Cluster_292	2	0	0	4	2	1	1	0	8	0	2	0	0	2	2	1	2	2	1	13	0	0	2	0	1	1	1	1	0	4	0	3	1	1	0
SAR116_Cluster_328	3	3	0	2	3	3	0	0	7	0	3	0	0	5	4	0	0	2	1	3	0	2	0	1	1	0	0	2	0	6	0	0	2	1	4
SAR116_Cluster_520	7	2	0	4	0	3	1	0	10	1	1	0	1	3	2	0	1	1	1	2	0	2	0	1	1	0	0	3	2	2	2	3	0	2	0
SAR116_Cluster_525	6	1	0	2	1	2	1	0	9	0	1	1	0	2	4	0	0	2	1	4	0	2	3	0	1	2	0	0	2	3	2	4	2	0	0
SAR116_Cluster_530	6	2	0	2	1	1	3	1	6	0	2	1	0	1	2	0	1	2	0	5	1	0	2	0	3	1	0	1	1	6	1	2	2	0	2
SAR116_Cluster_781	3	3	0	2	1	2	8	0	11	1	1	0	0	5	1	0	3	1	0	5	0	0	1	0	0	0	0	3	1	1	1	2	1	1	0
SAR116_Cluster_812	8	6	0	0	1	2	2	0	11	1	4	3	0	0	1	1	1	1	1	0	1	2	0	0	2	1	0	0	2	2	1	2	0	2	0
SAR116_Cluster_1347	4	2	1	4	2	6	4	0	12	0	1	0	0	1	3	1	0	1	0	2	0	1	2	2	0	1	0	0	1	2	1	1	2	1	0
SAR116_Cluster_1367	2	2	1	3	9	3	2	0	5	0	7	1	0	1	1	0	0	0	0	4	3	0	2	1	0	0	0	0	4	3	2	2	0	0	0
SAR116_Cluster_1421	4	4	0	2	10	1	3	0	6	0	2	1	0	3	1	0	1	0	0	2	1	2	1	1	1	0	2	4	1	0	1	0	2	2	0
SAR116_Cluster_1639	2	5	0	2	3	3	1	0	7	0	4	0	0	3	0	0	0	0	0	6	1	3	2	1	1	2	0	1	2	0	1	0	5	2	1
SAR116_Cluster_1967	1	3	0	4	3	2	4	1	4	3	7	0	1	1	5	0	0	0	3	1	2	1	0	1	1	0	0	1	1	4	3	1	0	0	0
SAR116_Cluster_2090	9	3	1	1	1	2	1	1	6	0	5	0	0	1	5	3	0	1	0	2	0	2	3	0	1	3	1	0	1	1	0	2	1	1	0
SAR116_Cluster_2714	2	1	0	5	1	2	1	0	5	0	3	0	0	3	6	0	1	1	0	2	6	4	2	2	1	0	0	1	4	2	1	0	1	0	1
SAR116_Cluster_3632	8	3	0	5	5	2	6	1	12	1	2	0	0	2	1	0	1	1	0	0	0	0	3	1	0	0	0	0	0	1	1	2	0	0	0
SAR116_Cluster_467	3	6	2	1	1	2	1	0	5	0	2	2	0	4	0	1	1	0	1	2	3	3	0	1	0	1	0	1	1	0	2	2	4	4	1
SAR116_Cluster_521	3	5	0	1	1	1	1	0	10	0	2	0	0	1	2	1	0	0	0	3	1	3	3	2	2	1	0	2	4	1	2	0	3	1	1
SAR116_Cluster_798	5	2	0	7	2	2	3	0	3	1	4	1	0	3	1	0	0	0	1	1	0	3	1	1	0	2	0	4	1	3	0	0	1	2	3
SAR116_Cluster_1005	4	7	0	6	3	0	1	0	3	0	1	1	0	2	5	1	1	0	0	2	2	3	2	1	1	1	1	1	0	3	2	1	0	2	0
SAR116_Cluster_1199	6	1	0	3	6	2	4	0	6	0	4	2	2	6	1	0	0	2	0	3	0	2	1	2	1	0	0	0	0	0	0	1	0	1	1
SAR116_Cluster_1255	5	2	0	0	2	2	5	0	5	1	3	2	0	2	0	0	0	1	0	4	0	2	4	0	0	0	0	2	2	2	5	2	2	1	1
SAR116_Cluster_1434	7	5	0	2	2	1	1	0	4	0	1	0	0	3	4	0	1	0	1	2	4	2	3	0	2	0	0	0	1	2	2	3	3	1	0
SAR116_Cluster_1468	1	5	0	7	11	1	0	0	3	0	3	0	0	0	5	0	0	0	0	2	3	0	2	0	1	1	0	0	1	7	2	0	1	0	1
SAR116_Cluster_1598	4	6	0	3	0	5	4	0	1	1	2	0	1	2	2	1	0	0	4	1	0	0	2	1	1	0	2	2	1	4	1	2	2	2	0
SAR116_Cluster_1636	4	7	0	0	4	3	4	0	3	1	3	0	0	3	1	0	1	2	0	1	0	0	1	1	4	2	0	3	0	3	0	2	3	1	0
SAR116_Cluster_2021	6	3	0	6	0	2	0	0	6	0	3	0	1	2	1	0	0	1	2	5	1	0	0	3	0	0	0	2	1	4	2	2	2	2	0
SAR116_Cluster_48	9	2	1	1	0	4	1	1	14	0	0	2	0	1	1	0	0	1	1	0	0	2	0	0	2	1	1	1	0	0	1	2	2	2	3
SAR116_Cluster_222	5	5	0	1	0	0	5	0	12	0	2	1	0	2	2	1	0	0	0	3	1	3	2	2	1	1	0	2	0	0	0	2	0	3	0
SAR116_Cluster_901	5	3	1	2	2	2	2	0	8	0	3	1	0	3	3	0	2	0	1	3	2	1	4	1	1	2	0	2	1	0	0	0	0	0	1
SAR116_Cluster_1187	4	8	0	3	0	1	1	0	10	1	2	0	0	3	1	0	0	0	1	0	1	2	6	2	0	1	1	2	1	1	0	2	1	1	0
SAR116_Cluster_1275	8	2	0	0	3	3	3	1	5	0	2	1	0	1	0	0	2	0	1	6	0	3	1	2	0	0	1	2	1	3	1	0	0	3	1
SAR116_Cluster_1289	1	5	0	1	5	0	0	0	5	0	6	1	0	2	4	0	0	0	2	2	2	1	4	2	0	2	0	1	5	2	0	2	1	0	0
SAR116_Cluster_1375	3	4	0	3	0	0	0	1	7	0	4	1	2	3	2	0	0	1	0	2	0	1	1	1	2	3	0	4	3	1	2	0	2	1	2
SAR116_Cluster_1615	3	2	0	3	4	2	1	0	4	0	5	4	0	1	1	0	1	0	1	4	2	3	2	0	1	0	1	0	0	5	0	3	2	1	0
SAR116_Cluster_1675	2	1	0	2	3	1	4	0	10	0	3	0	0	4	0	0	1	4	0	2	2	0	2	2	2	0	1	2	0	1	2	3	0	0	2
SAR116_Cluster_2034	5	4	1	4	2	1	2	2	7	0	2	0	0	1	2	0	0	1	2	3	2	4	0	0	1	0	0	1	1	1	1	2	3	1	0
SAR116_Cluster_21	3	0	0	1	4	2	1	0	5	0	3	0	0	2	2	1	0	2	0	5	0	5	3	2	2	0	0	1	1	0	0	3	2	2	3
SAR116_Cluster_98	1	0	0	4	5	1	0	0	2	0	5	2	0	0	4	1	2	0	0	0	7	4	5	0	0	2	0	0	5	3	0	2	0	0	0
SAR116_Cluster_542	9	3	0	2	1	2	1	0	9	1	2	2	0	0	0	0	1	2	0	0	2	0	2	0	0	1	0	2	0	5	4	3	0	1	0
SAR116_Cluster_592	1	7	0	1	3	2	2	0	10	1	4	1	0	1	0	1	0	0	0	3	2	1	1	1	1	1	0	1	2	3	2	1	1	0	1
SAR116_Cluster_815	1	5	0	2	0	3	5	0	8	0	1	1	0	3	5	2	0	2	1	2	1	2	0	0	0	0	0	1	3	2	3	1	1	0	0
SAR116_Cluster_1041	5	3	1	2	5	3	2	0	5	1	1	0	0	4	0	0	1	0	2	2	2	4	2	1	0	0	0	1	1	3	3	0	0	1	0
SAR116_Cluster_1317	4	7	0	2	2	1	1	0	13	2	2	1	0	6	1	1	0	0	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	4	1
SAR116_Cluster_1539	7	6	0	1	3	0	1	0	6	1	3	0	0	4	1	0	0	1	0	2	1	2	1	0	1	2	0	3	2	4	1	0	0	1	1
SAR116_Cluster_1906	5	3	0	2	3	2	7	0	7	0	3	0	0	3	0	1	1	1	0	1	2	0	3	0	2	1	0	0	1	4	0	3	0	0	0
SAR116_Cluster_2022	3	6	0	4	2	1	2	0	7	0	2	2	0	0	0	1	0	2	1	0	3	2	1	0	0	2	0	1	4	4	1	1	2	1	0
SAR116_Cluster_2170	4	3	0	1	4	2	2	0	6	0	2	0	0	2	3	1	0	0	0	2	3	1	3	1	0	1	0	2	3	2	3	4	0	0	0
SAR116_Cluster_3275	2	4	1	2	2	4	6	1	2	0	3	0	0	4	1	0	0	0	0	2	3	1	1	1	0	0	0	5	0	2	0	4	1	2	1
SAR116_Cluster_369	5	3	1	4	5	4	4	0	3	0	1	0	1	1	2	0	0	1	1	1	5	2	0	0	0	1	0	3	1	2	0	3	0	0	0
SAR116_Cluster_538	1	3	0	5	4	0	0	0	5	1	5	0	0	2	3	0	0	0	0	2	5	1	2	0	0	1	1	1	2	0	3	3	1	2	1
SAR116_Cluster_967	2	2	0	4	10	1	1	2	1	0	11	0	0	0	4	1	0	0	0	1	4	1	1	1	0	1	0	1	2	1	1	1	0	0	0
SAR116_Cluster_1061	2	4	0	2	2	7	1	1	5	0	2	2	0	0	4	0	2	1	0	2	3	2	2	1	0	1	0	0	0	3	0	1	3	1	0
SAR116_Cluster_1153	1	3	0	2	4	1	1	0	7	0	2	1	0	4	1	0	0	3	0	5	1	1	3	1	0	2	1	1	2	0	1	3	1	2	0
SAR116_Cluster_1422	4	1	0	1	4	1	2	0	1	0	2	1	0	4	1	1	0	1	0	5	4	0	1	1	0	1	0	2	2	3	4	4	1	2	0
SAR116_Cluster_1463	3	0	0	5	3	0	1	0	3	0	3	0	0	4	5	1	1	1	0	3	0	3	3	2	0	1	0	1	2	5	2	0	0	1	1
SAR116_Cluster_1608	1	3	0	5	3	1	0	0	4	0	3	0	0	2	2	0	1	1	2	1	1	3	0	2	4	1	0	1	3	6	0	2	2	0	0
SAR116_Cluster_2049	6	3	0	1	7	0	2	0	5	0	1	0	0	0	1	1	2	0	0	2	4	0	2	1	3	0	1	2	2	0	3	2	2	1	0
SAR116_Cluster_151	2	2	0	2	0	3	4	0	5	0	4	1	0	2	3	0	1	2	0	1	1	3	6	0	0	0	1	0	1	4	0	3	0	1	1
SAR116_Cluster_508	3	4	0	3	0	5	4	1	6	0	1	0	0	1	0	0	0	2	1	3	3	0	2	2	0	1	0	2	0	2	0	1	3	3	0
SAR116_Cluster_791	7	5	0	1	2	2	2	0	5	0	3	0	0	4	1	1	0	0	1	2	2	1	5	0	0	0	0	0	4	1	0	1	1	1	1
SAR116_Cluster_861	2	1	0	3	6	0	1	0	3	0	6	0	0	0	6	0	1	0	1	2	4	3	2	3	0	0	0	0	1	1	1	1	1	1	3
SAR116_Cluster_870	2	3	1	2	2	4	1	0	5	1	6	2	0	2	5	0	2	0	0	2	2	2	2	0	0	0	0	0	0	5	1	1	0	0	0
SAR116_Cluster_956	2	2	0	3	7	1	2	0	1	0	2	0	0	4	2	1	0	0	0	3	0	5	3	1	3	1	0	2	0	3	1	4	0	0	0
SAR116_Cluster_1206	3	2	0	3	4	1	0	0	5	0	3	1	0	3	1	0	0	1	2	3	2	2	0	3	0	2	0	3	0	3	0	4	0	2	0
SAR116_Cluster_1495	6	0	0	2	0	2	2	1	1	0	6	2	0	6	1	0	0	1	1	1	2	1	6	0	0	1	1	0	1	2	3	1	3	0	0
SAR116_Cluster_1534	2	3	0	1	4	2	2	0	6	1	3	1	0	5	2	0	0	0	1	3	2	2	1	0	0	2	0	1	0	3	2	1	2	0	1
SAR116_Cluster_3350	0	0	1	6	0	2	1	0	1	0	0	1	0	1	2	0	0	0	0	2	0	0	1	10	7	8	1	3	0	1	1	0	2	2	0
SAR116_Cluster_23	3	0	0	2	3	2	0	1	4	0	3	1	0	1	0	2	0	0	1	5	2	0	4	1	0	1	1	5	2	2	0	3	2	1	0
SAR116_Cluster_57	1	5	0	0	3	1	4	0	11	0	1	0	0	1	2	0	0	1	2	5	0	1	2	0	0	1	0	1	1	2	2	1	3	0	1
SAR116_Cluster_62	4	1	0	1	3	2	5	0	2	0	3	0	0	3	3	0	2	3	3	3	0	2	0	1	0	1	0	1	1	1	1	3	1	2	0
SAR116_Cluster_68	2	6	1	3	4	5	3	0	6	0	0	0	0	0	2	0	0	1	1	3	3	1	2	0	1	1	0	0	1	1	1	4	0	0	0
SAR116_Cluster_139	3	2	0	4	1	1	3	1	2	0	3	0	0	1	6	0	0	2	1	5	0	3	1	0	1	0	1	2	1	1	1	3	1	2	0
SAR116_Cluster_375	2	0	0	0	3	4	1	0	10	0	2	2	0	2	2	2	0	1	3	4	1	2	3	0	1	1	0	0	1	4	0	1	0	0	0
SAR116_Cluster_391	10	1	0	2	1	3	0	0	4	0	1	1	0	5	4	0	0	1	0	1	0	0	4	2	0	1	0	3	1	3	0	2	1	0	1
SAR116_Cluster_986	3	4	0	4	4	0	1	0	5	1	1	1	0	1	7	0	0	1	0	0	2	1	2	1	0	5	0	0	1	3	0	2	1	1	0
SAR116_Cluster_1130	2	3	0	1	2	2	2	2	6	0	2	0	0	1	3	0	2	1	2	6	2	0	0	0	0	2	1	1	1	0	0	2	3	2	1
SAR116_Cluster_1610	5	0	0	4	1	1	2	0	6	0	6	0	0	1	4	1	0	0	1	4	1	1	1	1	0	1	1	2	0	4	1	2	1	0	0
SAR116_Cluster_1986	0	2	0	9	4	0	0	1	6	0	6	0	0	0	4	1	0	1	0	1	4	1	1	2	0	1	0	1	0	5	1	0	0	1	0
SAR116_Cluster_2054	4	6	0	0	2	1	0	0	7	1	2	1	0	3	1	0	1	0	1	2	1	3	1	1	0	0	0	3	1	4	0	1	2	2	1
SAR116_Cluster_2108	0	5	0	3	2	4	2	0	8	0	8	1	0	2	0	0	0	1	0	4	0	1	2	0	1	1	0	0	1	2	1	2	0	1	0
SAR116_Cluster_127	3	5	0	1	0	3	1	0	8	0	3	2	0	2	0	0	1	0	2	0	1	2	1	2	1	0	1	4	0	4	0	1	0	3	0
SAR116_Cluster_142	2	1	0	2	0	4	2	1	6	0	2	1	0	3	3	0	1	1	1	8	1	0	0	0	0	0	0	3	0	3	2	1	1	1	1
SAR116_Cluster_200	7	8	0	2	0	2	5	0	1	0	0	1	0	3	1	2	0	1	3	3	0	0	1	0	0	0	0	4	1	0	1	2	0	3	0
SAR116_Cluster_250	5	3	2	3	0	0	3	0	9	1	1	1	0	0	1	0	0	0	1	4	0	1	3	0	2	1	0	2	0	2	2	1	1	1	1
SAR116_Cluster_360	9	7	0	3	3	2	2	0	9	0	3	0	0	2	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	1	1	1	2	0
SAR116_Cluster_423	1	4	2	2	3	3	1	0	5	0	3	0	0	0	1	0	1	1	2	3	1	3	0	1	1	0	1	0	1	7	0	3	1	0	0
SAR116_Cluster_486	5	4	0	0	3	4	3	0	3	0	6	1	0	4	1	1	0	0	1	3	0	0	1	0	1	0	0	0	1	1	1	4	0	2	1
SAR116_Cluster_492	3	4	0	5	3	1	1	0	2	0	2	0	0	1	2	0	0	0	0	5	0	3	1	1	0	2	0	2	1	3	4	3	2	0	0
SAR116_Cluster_555	8	3	0	2	5	3	3	0	2	0	2	1	0	0	2	1	0	0	0	6	1	0	0	0	1	1	0	2	0	4	0	3	1	0	0
SAR116_Cluster_996	3	2	0	3	1	3	4	1	3	0	5	1	0	2	3	3	0	0	1	2	1	1	1	1	0	2	0	1	2	2	0	1	0	1	1
SAR116_Cluster_1147	8	4	0	2	1	3	2	0	8	0	1	0	0	4	0	0	2	1	1	1	1	1	0	0	0	0	1	2	0	3	1	1	0	2	1
SAR116_Cluster_1152	1	0	1	3	2	3	1	0	8	0	1	2	0	4	2	0	0	3	0	3	2	3	1	1	0	0	0	2	0	3	1	2	2	0	0
SAR116_Cluster_1946	2	2	0	2	2	3	2	0	6	0	0	1	0	4	1	0	0	1	0	2	1	1	4	2	1	3	1	2	0	3	2	1	1	1	0
SAR116_Cluster_4059	0	2	0	2	1	2	1	1	9	0	2	0	0	1	0	0	1	1	0	5	1	2	3	1	0	1	0	0	0	4	2	1	0	7	1
SAR116_Cluster_4091	2	1	0	0	1	2	0	0	5	0	2	2	0	4	1	1	0	2	0	5	1	2	5	1	3	1	0	1	0	2	3	1	2	1	0
SAR116_Cluster_75	5	4	1	2	1	2	0	0	5	0	3	1	2	2	3	1	0	1	2	1	0	3	1	0	1	0	2	0	1	2	0	2	1	1	0
SAR116_Cluster_217	0	1	0	0	4	10	2	0	2	0	2	1	0	0	1	1	0	1	0	4	1	1	5	0	0	1	0	2	1	6	0	1	1	0	2
SAR116_Cluster_395	2	3	0	3	3	1	1	0	8	0	5	0	0	3	3	1	0	0	1	1	1	0	3	1	1	0	0	2	1	3	0	1	0	2	0
SAR116_Cluster_787	3	1	0	2	2	3	1	0	7	0	3	1	0	2	1	1	0	1	2	4	2	4	1	0	0	1	0	0	0	3	0	3	1	0	1
SAR116_Cluster_1611	4	3	0	1	3	2	2	0	6	1	4	1	0	4	1	0	0	0	0	2	1	4	2	0	1	0	0	1	2	0	1	0	1	2	1
SAR116_Cluster_1619	3	3	0	0	2	4	7	0	4	0	4	0	0	1	1	1	0	2	0	2	2	2	3	0	0	1	0	2	2	1	0	1	1	0	1
SAR116_Cluster_2093	2	2	0	5	3	1	3	0	5	0	10	0	0	2	3	1	0	0	0	0	2	2	0	1	0	1	0	1	0	2	1	1	0	2	0
SAR116_Cluster_2169	6	0	0	5	5	0	1	1	4	0	3	0	0	1	4	1	0	0	1	0	4	4	1	0	0	2	0	1	1	2	0	3	0	0	0
SAR116_Cluster_30	6	3	0	1	0	2	1	1	5	0	1	0	0	5	1	1	1	0	0	2	1	2	2	0	1	2	0	0	2	1	0	3	1	3	1
SAR116_Cluster_1104	4	3	0	2	5	1	3	1	5	0	7	0	0	3	0	1	0	1	1	1	2	0	1	0	0	0	0	1	0	0	2	1	0	2	2
SAR116_Cluster_1319	4	2	1	1	0	2	2	0	11	0	1	1	0	2	1	1	0	1	3	1	1	1	1	0	0	0	1	2	0	3	2	2	1	1	0
SAR116_Cluster_1433	2	3	0	2	4	1	3	0	3	0	5	0	1	0	3	2	0	1	0	1	1	3	3	1	2	1	0	1	0	3	1	1	1	0	0
SAR116_Cluster_1490	2	0	0	6	2	0	1	0	3	0	4	1	0	2	7	0	0	4	1	2	2	2	0	1	0	0	0	0	1	5	0	1	1	1	0
SAR116_Cluster_1804	3	2	1	1	2	1	1	1	7	0	3	0	1	0	3	1	2	0	0	5	3	1	0	0	0	1	0	0	1	5	1	2	0	1	0
SAR116_Cluster_1976	3	3	1	1	2	0	2	0	11	0	2	2	0	2	1	1	1	0	1	2	1	1	0	0	0	2	1	1	1	1	2	2	0	2	0
SAR116_Cluster_2098	2	6	0	3	2	2	1	0	7	0	4	0	0	2	1	0	0	0	1	4	0	4	2	0	0	1	0	2	0	2	0	1	1	0	1
SAR116_Cluster_2252	6	0	0	1	4	1	2	2	4	0	2	0	0	0	3	1	0	3	0	0	3	1	2	1	1	0	0	2	1	4	0	2	0	3	0
SAR116_Cluster_149	5	1	1	1	4	0	2	0	10	2	4	0	0	0	1	1	0	1	0	2	1	0	1	1	2	1	1	1	0	1	1	0	0	1	2
SAR116_Cluster_178	2	0	0	2	1	2	2	0	8	3	4	0	1	0	0	0	2	1	0	8	0	1	1	1	0	0	0	2	2	1	3	0	1	0	0
SAR116_Cluster_184	6	3	0	1	0	3	2	1	4	0	4	0	0	2	3	1	1	1	1	5	1	0	2	1	0	1	0	0	0	2	0	2	0	1	0
SAR116_Cluster_201	5	1	0	1	3	1	3	1	4	0	4	3	0	0	3	1	0	1	2	0	1	1	3	0	0	2	0	1	0	2	1	0	1	3	0
SAR116_Cluster_383	5	0	0	2	2	0	3	0	9	0	2	1	0	1	3	0	0	0	0	1	1	2	0	0	2	2	0	1	1	6	2	1	1	0	0
SAR116_Cluster_475	3	4	0	2	1	1	3	0	9	1	0	0	0	1	1	0	0	2	2	0	1	1	1	0	0	0	0	0	1	2	0	4	2	2	4
SAR116_Cluster_799	3	3	0	3	1	1	1	0	6	0	3	1	0	3	1	0	1	0	1	1	0	4	5	1	0	0	0	2	1	2	1	1	1	1	0
SAR116_Cluster_858	0	2	0	10	2	2	0	0	4	1	2	3	0	3	8	0	0	1	0	2	0	1	1	0	1	0	0	2	0	1	1	1	0	0	0
SAR116_Cluster_1096	4	6	0	1	2	0	1	0	6	0	3	0	0	1	4	0	1	0	0	2	2	2	5	1	0	0	0	1	1	2	0	1	1	0	1
SAR116_Cluster_1174	4	6	0	3	3	1	2	0	10	0	1	0	0	1	0	0	1	3	1	0	1	0	1	1	0	0	1	2	1	1	2	2	0	0	0
SAR116_Cluster_1211	2	1	0	1	2	2	3	1	8	0	3	1	0	2	1	1	0	3	0	2	0	3	1	0	1	1	0	0	0	3	3	2	1	0	0
SAR116_Cluster_1234	4	2	0	4	5	2	1	0	2	0	2	1	0	1	7	0	0	1	0	3	2	2	0	1	1	0	0	0	0	4	1	0	2	0	0
SAR116_Cluster_1572	0	1	0	0	0	5	6	0	8	0	3	0	0	0	3	0	0	0	2	4	0	0	0	1	0	0	1	2	1	5	1	1	3	0	1
SAR116_Cluster_1635	5	0	0	1	2	6	1	0	5	0	2	1	0	2	3	1	0	0	1	2	0	1	2	0	0	1	0	3	0	2	1	3	1	2	0
SAR116_Cluster_1666	4	3	0	1	6	2	2	0	1	1	2	1	0	3	3	0	0	0	0	3	1	1	4	0	2	0	0	0	3	2	0	0	3	0	0
SAR116_Cluster_1722	2	3	0	1	4	0	4	0	4	0	5	1	1	2	2	1	0	0	0	1	1	1	3	0	1	1	0	0	1	3	1	2	2	0	1
SAR116_Cluster_2001	3	1	0	5	4	2	1	0	1	1	5	0	0	1	4	0	0	0	0	2	2	3	2	2	1	0	0	0	1	4	0	2	1	0	0
SAR116_Cluster_4190	1	3	1	2	1	3	1	0	10	0	4	1	0	5	1	0	0	0	0	0	1	2	2	1	1	2	0	0	2	0	1	1	0	1	1
SAR116_Cluster_311	4	4	0	3	1	2	3	0	3	0	3	0	0	2	2	0	1	2	1	2	1	0	2	0	1	1	0	1	1	1	2	4	0	0	0
SAR116_Cluster_575	4	4	0	2	1	3	1	0	9	0	4	1	0	2	0	0	0	1	2	2	0	1	3	0	0	0	0	1	0	0	1	2	0	0	3
SAR116_Cluster_582	5	3	0	0	4	0	2	0	3	0	0	0	0	1	1	0	0	2	1	2	2	2	1	1	0	0	0	5	3	2	2	2	0	3	0
SAR116_Cluster_1037	4	3	0	2	3	1	3	0	7	0	1	0	0	1	0	0	0	0	0	2	1	2	1	0	1	0	0	3	1	2	1	6	1	1	0
SAR116_Cluster_1846	5	2	1	1	4	2	3	0	3	0	2	1	0	2	0	0	0	0	1	3	1	1	1	0	1	0	0	1	3	3	1	1	1	3	0
SAR116_Cluster_2023	3	3	0	1	1	1	2	0	8	0	5	0	0	3	1	0	1	0	0	2	1	0	3	0	1	1	0	0	0	4	1	3	0	2	0
SAR116_Cluster_2035	0	5	1	5	1	1	1	1	2	0	5	0	0	1	3	1	0	0	1	3	1	0	2	0	1	1	0	1	1	2	2	0	2	1	2
SAR116_Cluster_2045	2	4	0	1	3	3	5	0	14	0	1	0	0	2	1	0	1	0	0	2	1	1	1	0	1	0	0	0	2	1	1	0	0	0	0
SAR116_Cluster_2785	2	2	0	2	1	2	1	0	8	0	0	0	1	4	1	0	0	1	1	4	1	0	1	1	0	1	0	0	1	5	3	0	3	0	1
SAR116_Cluster_330	5	5	0	4	1	1	2	0	5	0	0	0	0	2	3	0	1	0	0	1	1	3	1	1	0	1	0	0	1	3	0	3	1	0	1
SAR116_Cluster_370	4	1	0	3	3	2	0	0	4	0	3	0	0	1	1	0	1	1	0	2	1	2	1	0	1	1	0	1	3	4	2	3	0	1	0
SAR116_Cluster_545	4	3	0	2	1	3	1	0	1	0	4	3	0	4	2	0	0	0	1	1	0	5	0	0	0	0	0	2	0	3	2	2	1	0	1
SAR116_Cluster_974	2	2	0	7	7	2	0	0	2	0	6	0	0	0	3	0	0	0	0	1	5	1	2	2	0	0	0	0	0	3	0	1	0	0	0
